ID,Probable_cause
MIR2214.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the fishing vessel Sage Catherine Lane was the captain’s decision to leave the wheelhouse unattended as the vessel transited the St. Marys Entrance on autopilot, leaving insufficient time to respond when the autopilot failed and caused the vessel to go off the set course."
MIR2215.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard the containership President Eisenhower was a crewmember insufficiently swaging a compression fitting ferrule during the installation of fuel oil return tubing for a main engine’s cylinder, allowing an end of the tubing to disconnect and spray fuel oil onto a nearby unshielded and uninsulated cylinder exhaust component."
MIR2216.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard the yacht La Dolce Vita was an undetermined electrical source within the sound enclosure for the starboard generator. Contributing to the severity of the fire and total loss of the vessel was the inability to secure ventilation to the engine room, which reduced the effectiveness of the yacht's fire extinguishing system and allowed the fire to spread beyond the engine room."
MIR2217.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire on board the towing vessel Mary Lynn was the overpressurization of the fuel day tank (which did not have an independent vent) and a main engine fuel return system when the fatigued chief engineer inadvertently left the day tank overflow valves to the storage tanks closed, which ultimately led to ignition of spraying diesel fuel from a main engine’s fuel system onto an uninsulated engine component."
MIR2218.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the dry bulk carrier Ocean Princess with the oil and gas production platform SP-83A was poor bridge resource management, which resulted in the bridge team not identifying the platform and recognizing the risk it posed to their safe navigation even though they saw its lights about 10 minutes before the casualty. Contributing was platform SP-83A not being shown on the vessel’s electronic chart display and information system due to a charting error."
MIR2220.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the fire aboard the fishing vessel Blue Dragon was from an unknown source, likely electrical in nature, which ignited the wooden wheelhouse console. Contributing to the extent of the fire damage was the substantial use of combustible materials in the joinery, outfitting, and furnishings in the wheelhouse and accommodation spaces."
MIR2222.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the Baxter Southern tow and BNSF coal train was the tow’s pilot and captain not correctly identifying a caution area on the electronic chart before deciding, due to the high wind’s effect on the tow’s empty barges, to push the tow up against the riverbank alongside a railroad track."
MIR2223.pdf,3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Jalma Topic with the office barge was a loss of steering due to the failure of an electrical solid-state relay on the servo control board of the operating control system to the steering gear. Contributing was the lack of specific procedures available to the bridge team to respond to a failure of the steering control system.
MIR2224.pdf,3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the engine room fire aboard the towing vessel Capt. Kirby Dupuis was a lube oil tube on the port main engine that vibrated out of a joint due to a missing retaining ring and
MIR2225.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the passenger ferry Commodore was the loss of the primary control system for the catamaran’s port water jets and propulsion engines due to a flaw in the system manufacturer’s software causing a memory card failure. Contributing to the casualty was the company’s lack of clear safety management system procedures for primary control system failure and ineffective oversight of crew training on failure modes for loss of propulsion and steering control, resulting in the captain not identifying the nature of the loss of control and either engaging back-up control or using emergency engine shutdowns to stop the vessel."
MIR2227.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the liquefied petroleum gas carrier Gas Ares and the tug Sabine, moored alongside the tug Florida at the Motiva Port Neches Terminal no. 1 loading dock, was the pilot’s decision to reduce the vessel’s speed in order to create less wake when passing a pipeline removal project, causing a loss of rudder effectiveness in strong crosswinds that set the carrier toward moored vessels."
MIR2228.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the grounding of the towing vessel Marquette Warrior was a loss of steering, likely due to a wiring harness within an electrical generator that was improperly positioned during a maintenance inspection, resulting in the harness contacting the terminal posts, eventually causing the loss of 3-phase electrical power to the steering pump motors."
MIR2229.pdf,3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the collision between the yacht Utopia IV and the tank vessel Tropic Breeze was the Utopia IV’s wheelhouse crew not maintaining a proper lookout and therefore not identifying the tank vessel they were overtaking. Contributing was the Tropic Breeze's bridge team also not maintaining a proper lookout.
MIR2301.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the OSV Elliot Cheramie with Oil and Gas Production Platform EI-259A was the owner/operator not adhering to their 12-hour work hour limit policy, which led to the fatigued mate falling asleep while on watch."
MIR2304.pdf,"3.1 Probable Cause The National Transportation Safety Board determines that the probable cause of the contact of the Miss Mollye D tow with the Route 182 bridge was a loss of control of the tow by the pilot at the helm of the towing vessel, likely due to impairment by factors such as fatigue or drug use."
